"","HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.doNotRedirect","Answer.surveycode","Approve","Reject"
"11","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"30LSNF239WZIUUTBZ9HNIZ6231R2I7","A32QWM7BWCSPTS","Submitted","Mon Apr 30 14:57:25 PDT 2018","Mon Apr 30 15:20:14 PDT 2018","Thu May 03 15:20:14 PDT 2018",NA,NA,NA,1369,"0% (0/0)","0% (0/0)","0% (0/0)","","25233364",NA,NA
"12","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"3180JW2OT6G6O2W4ZA4LS7OE0QP5J5","A2CK0OXMPOR9LE","Submitted","Mon Apr 30 12:30:57 PDT 2018","Mon Apr 30 13:04:06 PDT 2018","Thu May 03 13:04:06 PDT 2018",NA,NA,NA,1989,"0% (0/0)","0% (0/0)","0% (0/0)","","73655857",NA,NA
"13","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31EUONYN2X71N72GLEE341ZZCKBOVC","A11TCJMOZD2JMK","Submitted","Wed May 02 19:05:01 PDT 2018","Wed May 02 19:08:58 PDT 2018","Sat May 05 19:08:58 PDT 2018",NA,NA,NA,237,"0% (0/0)","0% (0/0)","0% (0/0)","","96538834",NA,NA
"14","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31HQ4X3T3UEDPUIFERT61XBYIZDSL7","A14WLAP6TCEKO0","Submitted","Mon Apr 30 14:16:51 PDT 2018","Mon Apr 30 14:26:13 PDT 2018","Thu May 03 14:26:13 PDT 2018",NA,NA,NA,562,"0% (0/0)","0% (0/0)","0% (0/0)","","23046705",NA,NA
"15","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31LM9EDVONWAER2A3A07MOO0RBQJNA","A2K3MUBO2FWKRD","Submitted","Mon Apr 30 12:45:14 PDT 2018","Mon Apr 30 12:49:50 PDT 2018","Thu May 03 12:49:50 PDT 2018",NA,NA,NA,276,"0% (0/0)","0% (0/0)","0% (0/0)","","87586416",NA,NA
"16","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31N2WW6R9TUN5LN421P7YCY2TNH3FA","A1YBX7P5PY8LL","Submitted","Mon Apr 30 12:23:04 PDT 2018","Mon Apr 30 12:29:50 PDT 2018","Thu May 03 12:29:50 PDT 2018",NA,NA,NA,406,"0% (0/0)","0% (0/0)","0% (0/0)","","99588255",NA,NA
"17","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31QTRG6Q2VH0C19M5PE2008J414YPX","A1KFK92GEFQ9F5","Submitted","Tue May 01 14:00:29 PDT 2018","Tue May 01 14:06:34 PDT 2018","Fri May 04 14:06:34 PDT 2018",NA,NA,NA,365,"0% (0/0)","0% (0/0)","0% (0/0)","","84941686",NA,NA
"18","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31QTRG6Q2VH0C19M5PE2008J4UYYPD","A3PIAHR6PGXZNT","Submitted","Mon Apr 30 12:23:17 PDT 2018","Mon Apr 30 12:28:33 PDT 2018","Thu May 03 12:28:33 PDT 2018",NA,NA,NA,316,"0% (0/0)","0% (0/0)","0% (0/0)","","33521859",NA,NA
"19","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31T4R4OBOUKY3S4HDB2W3NPF1CW7CT","A26U3I04KNBNLK","Submitted","Mon Apr 30 15:28:51 PDT 2018","Mon Apr 30 15:35:29 PDT 2018","Thu May 03 15:35:29 PDT 2018",NA,NA,NA,398,"0% (0/0)","0% (0/0)","0% (0/0)","","99916728",NA,NA
"20","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31Z0PCVWUMJFP96SZXXMSXPJP9C7TE","AQ47I8GL9TEAR","Submitted","Wed May 02 10:16:31 PDT 2018","Wed May 02 10:22:08 PDT 2018","Sat May 05 10:22:08 PDT 2018",NA,NA,NA,337,"0% (0/0)","0% (0/0)","0% (0/0)","","53575416",NA,NA
"21","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"31Z0PCVWUMJFP96SZXXMSXPJPYAT7C","A33M7EZ72P8TWF","Submitted","Mon Apr 30 12:22:54 PDT 2018","Mon Apr 30 12:37:18 PDT 2018","Thu May 03 12:37:18 PDT 2018",NA,NA,NA,864,"0% (0/0)","0% (0/0)","0% (0/0)","","25782348",NA,NA
"22","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"323Q6SJS8KK2ZTU3HME926ZCCUAFH8","A1TSD3O3C3ZUT6","Submitted","Tue May 01 01:12:41 PDT 2018","Tue May 01 01:16:07 PDT 2018","Fri May 04 01:16:07 PDT 2018",NA,NA,NA,206,"0% (0/0)","0% (0/0)","0% (0/0)","","87967984",NA,NA
"23","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"326O153BMK2THZP50FBDT3ZE8ZRED1","A324ZH821IYPHU","Submitted","Mon Apr 30 13:11:05 PDT 2018","Mon Apr 30 13:16:39 PDT 2018","Thu May 03 13:16:39 PDT 2018",NA,NA,NA,334,"0% (0/0)","0% (0/0)","0% (0/0)","","9577114",NA,NA
"24","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"326O153BMK2THZP50FBDT3ZE8ZSED2","A1S6QWSCBRYSFZ","Submitted","Mon Apr 30 12:38:28 PDT 2018","Mon Apr 30 12:43:19 PDT 2018","Thu May 03 12:43:19 PDT 2018",NA,NA,NA,291,"0% (0/0)","0% (0/0)","0% (0/0)","","15189279",NA,NA
"25","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32EYX73OY2D4755W8GL22A2L9OBRU0","A168QBUOKNFWWK","Submitted","Mon Apr 30 12:25:44 PDT 2018","Mon Apr 30 12:32:03 PDT 2018","Thu May 03 12:32:03 PDT 2018",NA,NA,NA,379,"0% (0/0)","0% (0/0)","0% (0/0)","","96770898",NA,NA
"26","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32N49TQG3IMCL38FBV9L36FUNRXAV1","A1IK4EIAV14BQK","Submitted","Mon Apr 30 12:29:17 PDT 2018","Mon Apr 30 12:33:58 PDT 2018","Thu May 03 12:33:58 PDT 2018",NA,NA,NA,281,"0% (0/0)","0% (0/0)","0% (0/0)","","84585599",NA,NA
"27","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32Q90QCQ1UP1V5VFSWX0XGU4SCMKEQ","A33L61XKPX76DB","Submitted","Tue May 01 06:01:12 PDT 2018","Tue May 01 06:43:08 PDT 2018","Fri May 04 06:43:08 PDT 2018",NA,NA,NA,2516,"0% (0/0)","0% (0/0)","0% (0/0)","","75698730",NA,NA
"28","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32RIADZISU8HRMBU8ZUPFG9NWGGS4I","A2RRC5B4M80XXO","Submitted","Tue May 01 04:14:57 PDT 2018","Tue May 01 04:48:51 PDT 2018","Fri May 04 04:48:51 PDT 2018",NA,NA,NA,2034,"0% (0/0)","0% (0/0)","0% (0/0)","","36874402",NA,NA
"29","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32SCWG5HIJ8YTHZGZ6JAH9OQ5KCP6B","A4ZPIPBDO624H","Submitted","Mon Apr 30 13:43:13 PDT 2018","Mon Apr 30 14:03:22 PDT 2018","Thu May 03 14:03:22 PDT 2018",NA,NA,NA,1209,"0% (0/0)","0% (0/0)","0% (0/0)","","10019268",NA,NA
"30","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32SVAV9L3HDS9U6WRL3FKBNBW743AX","A3QEVFM3UD67BA","Submitted","Mon Apr 30 12:22:56 PDT 2018","Mon Apr 30 12:34:45 PDT 2018","Thu May 03 12:34:45 PDT 2018",NA,NA,NA,709,"0% (0/0)","0% (0/0)","0% (0/0)","","30370515",NA,NA
"31","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32VNZTT0A985Q7BHTAUKP64RABNR4D","A22KRF782ELLB0","Submitted","Mon Apr 30 12:23:36 PDT 2018","Mon Apr 30 12:28:39 PDT 2018","Thu May 03 12:28:39 PDT 2018",NA,NA,NA,303,"0% (0/0)","0% (0/0)","0% (0/0)","","60337898",NA,NA
"32","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32Z9ZLUT1NOW567WGPXZP08Q4VKOHM","A29PB2C8XD8TVG","Submitted","Tue May 01 02:52:57 PDT 2018","Tue May 01 02:59:35 PDT 2018","Fri May 04 02:59:35 PDT 2018",NA,NA,NA,398,"0% (0/0)","0% (0/0)","0% (0/0)","","53657378",NA,NA
"33","3UZUVSO3P8ZTZ9YPN65EO9RND9SMEF","3NKEAEA7ZL73ADMC60AO3TT6WFOWWS","Answer a survey about your opinions on different real-life robots","This survey explores your thoughts and feelings about real-life robots. During the survey, you will be asked to watch 6 different videos of robots or people and asked questions about what you see in the videos.","survey, demographics, robots, videos","$0.50","Mon Apr 30 12:22:32 PDT 2018",450,"BatchId:3214686;OriginalHitTemplateId:920937340;",3600,259200,"Mon May 07 12:22:32 PDT 2018",NA,NA,"32ZKVD547HRXS4BOXZ3BFM7HEPP3BS","A2VQ1WGHLLLNJ1","Submitted","Mon Apr 30 12:23:00 PDT 2018","Mon Apr 30 12:38:22 PDT 2018","Thu May 03 12:38:22 PDT 2018",NA,NA,NA,922,"100% (1/1)","100% (1/1)","100% (1/1)","","82541004",NA,NA
